provider,region,state,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,us-east-1,Virginia,m9g,ARM,AWS Graviton5,32,128,1.56544,0.80279,37.5706,19.267,262.994,134.869,1142.77,586.04
aws,us-east-1,Virginia,m9g,ARM,AWS Graviton5,48,192,2.34816,1.20418,56.3558,28.9004,394.491,202.303,1714.16,879.06
aws,us-east-1,Virginia,m9g,ARM,AWS Graviton5,64,256,3.13088,1.60558,75.1411,38.5339,525.988,269.737,2285.54,1172.07
aws,us-east-1,Virginia,m9g,ARM,AWS Graviton5,96,384,4.69632,2.40837,112.7117,57.8009,788.982,404.606,3428.31,1758.11
aws,us-east-1,Virginia,m9g,ARM,AWS Graviton5,192,768,9.39264,4.81674,225.4234,115.6017,1577.964,809.212,6856.63,3516.22
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,2,16,0.1134,0.13957,2.7216,3.3497,19.051,23.447,82.78,101.88
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,4,32,0.2268,0.27914,5.4432,6.6993,38.102,46.895,165.56,203.77
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,8,64,0.4536,0.55828,10.8864,13.3986,76.205,93.791,331.13,407.54
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,16,128,0.9072,1.11655,21.7728,26.7973,152.41,187.582,662.26,815.09
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,32,256,1.8144,2.23311,43.5456,53.5946,304.819,375.162,1324.51,1630.17
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,48,384,2.7216,3.34966,65.3184,80.3919,457.229,562.743,1986.77,2445.26
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,64,512,3.6288,4.46622,87.0912,107.1892,609.638,750.324,2649.02,3260.33
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,96,768,5.4432,6.69932,130.6368,160.7838,914.458,1125.487,3973.54,4890.51
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,128,1024,7.2576,8.93243,174.1824,214.3783,1219.277,1500.649,5298.05,6520.68
aws,us-east-1,Virginia,r6a,x86(AMD),AMD EPYC 7R13,192,1536,10.8864,13.39865,261.2736,321.5675,1828.915,2250.972,7947.07,9781.01
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,1,8,0.0504,0.0504,1.2096,1.2096,8.467,8.467,36.79,36.79
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,2,16,0.1008,0.1008,2.4192,2.4192,16.934,16.934,73.58,73.58
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,4,32,0.2016,0.2016,4.8384,4.8384,33.869,33.869,147.17,147.17
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,8,64,0.4032,0.4032,9.6768,9.6768,67.738,67.738,294.34,294.34
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,16,128,0.8064,0.8064,19.3536,19.3536,135.475,135.475,588.67,588.67
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,32,256,1.6128,1.6128,38.7072,38.7072,270.95,270.95,1177.34,1177.34
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,48,384,2.4192,2.4192,58.0608,58.0608,406.426,406.426,1766.02,1766.02
aws,us-east-1,Virginia,r6g,ARM,AWS Graviton2,64,512,3.2256,3.2256,77.4144,77.4144,541.901,541.901,2354.69,2354.69
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,2,16,0.126,0.1753,3.024,4.2073,21.168,29.451,91.98,127.97
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,4,32,0.252,0.35061,6.048,8.4146,42.336,58.902,183.96,255.94
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,8,64,0.504,0.70122,12.096,16.8292,84.672,117.805,367.92,511.89
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,16,128,1.008,1.40243,24.192,33.6584,169.344,235.609,735.84,1023.78
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,32,256,2.016,2.80487,48.384,67.3169,338.688,471.218,1471.68,2047.55
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,48,384,3.024,4.2073,72.576,100.9753,508.032,706.827,2207.52,3071.33
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,64,512,4.032,5.60974,96.768,134.6337,677.376,942.436,2943.36,4095.11
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,96,768,6.048,8.41461,145.152,201.9506,1016.064,1413.654,4415.04,6142.66
aws,us-east-1,Virginia,r6i,x86(Intel),Intel Xeon Platinum 8375C,128,1024,8.064,11.21948,193.536,269.2675,1354.752,1884.872,5886.72,8190.22
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,1,8,0.07608,0.04611,1.8259,1.1066,12.781,7.746,55.54,33.66
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,2,16,0.15215,0.09221,3.6516,2.2131,25.561,15.492,111.07,67.32
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,4,32,0.3043,0.18442,7.3032,4.4262,51.122,30.983,222.14,134.63
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,8,64,0.6086,0.36885,14.6064,8.8524,102.245,61.967,444.28,269.26
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,16,128,1.2172,0.7377,29.2128,17.7047,204.49,123.933,888.56,538.52
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,32,256,2.4344,1.47539,58.4256,35.4095,408.979,247.866,1777.11,1077.04
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,48,384,3.6516,2.21309,87.6384,53.1142,613.469,371.799,2665.67,1615.56
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,64,512,4.8688,2.95079,116.8512,70.8189,817.958,495.732,3554.22,2154.07
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,96,768,7.3032,4.42618,175.2768,106.2284,1226.938,743.599,5331.34,3231.12
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,128,1024,9.7376,5.90158,233.7024,141.6378,1635.917,991.465,7108.45,4308.15
aws,us-east-1,Virginia,r7a,x86(AMD),AMD EPYC 9R14,192,1536,14.6064,8.85236,350.5536,212.4567,2453.875,1487.197,10662.67,6462.22
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,1,8,0.0536,0.04288,1.2864,1.0291,9.005,7.204,39.13,31.3
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,2,16,0.1071,0.08568,2.5704,2.0563,17.993,14.394,78.18,62.54
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,4,32,0.2142,0.17136,5.1408,4.1126,35.986,28.789,156.37,125.1
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,8,64,0.4284,0.34272,10.2816,8.2253,71.971,57.577,312.73,250.18
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,16,128,0.8568,0.68544,20.5632,16.4506,143.942,115.154,625.46,500.37
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,32,256,1.7136,1.37088,41.1264,32.9011,287.885,230.308,1250.93,1000.74
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,48,384,2.5704,2.05632,61.6896,49.3517,431.827,345.462,1876.39,1501.11
aws,us-east-1,Virginia,r7g,ARM,AWS Graviton3,64,512,3.4272,2.74176,82.2528,65.8022,575.77,460.616,2501.86,2001.49
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,2,16,0.1323,0.1512,3.1752,3.6288,22.226,25.401,96.58,110.38
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,4,32,0.2646,0.3024,6.3504,7.2576,44.453,50.803,193.16,220.75
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,8,64,0.5292,0.6048,12.7008,14.5152,88.906,101.607,386.32,441.51
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,16,128,1.0584,1.2096,25.4016,29.0304,177.811,203.213,772.63,883.01
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,32,256,2.1168,2.4192,50.8032,58.0608,355.622,406.425,1545.26,1766.01
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,48,384,3.1752,3.6288,76.2048,87.0912,533.434,609.639,2317.9,2649.03
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,64,512,4.2336,4.8384,101.6064,116.1216,711.245,812.851,3090.53,3532.03
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,96,768,6.3504,7.2576,152.4096,174.1824,1066.867,1219.277,4635.79,5298.05
aws,us-east-1,Virginia,r7i,x86(Intel),Intel Xeon Platinum 8488C,192,1536,12.7008,14.5152,304.8192,348.3648,2133.734,2438.553,9271.58,10596.09
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,1,8,0.07988,0.03715,1.9171,0.8917,13.42,6.242,58.31,27.12
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,2,16,0.15976,0.07431,3.8342,1.7833,26.84,12.484,116.62,54.24
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,4,32,0.31952,0.14861,7.6685,3.5667,53.679,24.967,233.25,108.49
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,8,64,0.63904,0.29723,15.337,7.1335,107.359,49.934,466.5,216.98
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,16,128,1.27808,0.59446,30.6739,14.2669,214.717,99.868,933.0,433.95
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,32,256,2.55616,1.18891,61.3478,28.5339,429.435,199.737,1866.0,867.91
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,48,384,3.83424,1.78337,92.0218,42.8008,644.152,299.606,2799.0,1301.86
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,64,512,5.11232,2.37782,122.6957,57.0678,858.87,399.474,3731.99,1735.81
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,96,768,7.66848,3.56673,184.0435,85.6016,1288.305,599.212,5597.99,2603.72
aws,us-east-1,Virginia,r8a,x86(AMD),AMD EPYC 9R45,192,1536,15.33696,7.13347,368.087,171.2033,2576.609,1198.423,11195.98,5207.43
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,1,8,0.05891,0.03801,1.4138,0.9121,9.897,6.385,43.0,27.74
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,2,16,0.11782,0.07601,2.8277,1.8243,19.794,12.77,86.01,55.49
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,4,32,0.23564,0.15203,5.6554,3.6486,39.588,25.541,172.02,110.98
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,8,64,0.47128,0.30405,11.3107,7.2972,79.175,51.081,344.03,221.95
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,16,128,0.94256,0.6081,22.6214,14.5945,158.35,102.161,688.07,443.92
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,32,256,1.88512,1.21621,45.2429,29.189,316.7,204.323,1376.14,887.83
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,48,384,2.82768,1.82431,67.8643,43.7834,475.05,306.484,2064.21,1331.75
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,64,512,3.77024,2.43241,90.4858,58.3779,633.4,408.645,2752.28,1775.66
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,96,768,5.65536,3.64862,135.7286,87.5668,950.1,612.968,4128.41,2663.49
aws,us-east-1,Virginia,r8g,ARM,AWS Graviton4,192,1536,11.31072,7.29724,271.4573,175.1337,1900.201,1225.936,8256.83,5326.99
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,2,16,0.13892,0.12348,3.3341,2.9636,23.339,20.746,101.41,90.14
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,4,32,0.27784,0.24697,6.6682,5.9273,46.677,41.491,202.82,180.28
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,8,64,0.55568,0.49394,13.3363,11.8545,93.354,82.981,405.65,360.58
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,16,128,1.11136,0.98788,26.6726,23.709,186.708,165.963,811.29,721.15
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,32,256,2.22272,1.97575,53.3453,47.418,373.417,331.926,1622.59,1442.3
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,48,384,3.33408,2.96363,80.0179,71.127,560.125,497.889,2433.88,2163.45
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,64,512,4.44544,3.9515,106.6906,94.8361,746.834,663.852,3245.17,2884.6
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,96,768,6.66816,5.92725,160.0358,142.254,1120.251,995.779,4867.76,4326.9
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,128,1024,8.89088,7.903,213.3811,189.6721,1493.668,1327.705,6490.34,5769.19
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,192,1536,13.33632,11.85451,320.0717,284.5082,2240.502,1991.557,9735.51,8653.79
aws,us-east-1,Virginia,r8i,x86(Intel),Intel Xeon 6 6985P-C,384,3072,26.67264,23.70901,640.1434,569.0164,4481.004,3983.115,19471.03,17307.58
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,1,16,0.0977,0.06303,2.3448,1.5128,16.414,10.59,71.32,46.01
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,2,32,0.1954,0.12606,4.6896,3.0255,32.827,21.179,142.64,92.03
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,4,64,0.3908,0.25213,9.3792,6.0511,65.654,42.357,285.28,184.05
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,8,128,0.7816,0.50426,18.7584,12.1022,131.309,84.715,570.57,368.11
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,16,256,1.5632,1.00852,37.5168,24.2044,262.618,169.431,1141.14,736.22
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,32,512,3.1264,2.01703,75.0336,48.4088,525.235,338.861,2282.27,1472.43
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,48,768,4.6896,3.02555,112.5504,72.6132,787.853,508.292,3423.41,2208.65
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,64,1024,6.2528,4.03406,150.0672,96.8175,1050.47,677.723,4564.54,2944.86
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,96,1536,9.3792,6.0511,225.1008,145.2263,1575.706,1016.585,6846.82,4417.3
aws,us-east-1,Virginia,x8g,ARM,AWS Graviton4,192,3072,18.7584,12.10219,450.2016,290.4526,3151.411,2033.168,13693.63,8834.6
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,2,32,0.21883,0.19452,5.2519,4.6684,36.763,32.678,159.75,142.0
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,4,64,0.43766,0.38903,10.5038,9.3367,73.527,65.357,319.49,283.99
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,8,128,0.87532,0.77806,21.0077,18.6735,147.054,130.715,638.98,567.98
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,16,256,1.75064,1.55612,42.0154,37.347,294.108,261.429,1277.97,1135.97
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,32,512,3.50128,3.11225,84.0307,74.694,588.215,522.858,2555.93,2271.94
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,48,768,5.25192,4.66837,126.0461,112.041,882.323,784.287,3833.9,3407.91
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,64,1024,7.00256,6.2245,168.0614,149.3879,1176.43,1045.716,5111.87,4543.88
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,96,1536,10.50384,9.33675,252.0922,224.082,1764.645,1568.573,7667.8,6815.82
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,128,2048,14.00512,12.449,336.1229,298.7759,2352.86,2091.431,10223.74,9087.77
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,192,3072,21.00768,18.67349,504.1843,448.1638,3529.29,3137.147,15335.61,13631.65
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,256,4096,28.01024,24.89799,672.2458,597.5518,4705.72,4182.862,20447.48,18175.54
aws,us-east-1,Virginia,x8i,x86(Intel),Intel Xeon 6 6975P-C,384,6144,48.74438,43.32834,1169.8651,1039.8801,8189.056,7279.161,35583.4,31629.69
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,2,4,0.0765,0.09415,1.836,2.2597,12.852,15.818,55.84,68.73
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,4,8,0.153,0.18831,3.672,4.5194,25.704,31.636,111.69,137.46
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,8,16,0.306,0.37662,7.344,9.0388,51.408,63.271,223.38,274.93
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,16,32,0.612,0.75323,14.688,18.0775,102.816,126.543,446.76,549.86
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,32,64,1.224,1.50646,29.376,36.1551,205.632,253.086,893.52,1099.72
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,48,96,1.836,2.25969,44.064,54.2326,308.448,379.628,1340.28,1649.58
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,64,128,2.448,3.01292,58.752,72.3102,411.264,506.171,1787.04,2199.43
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,96,192,3.672,4.51938,88.128,108.4652,616.896,759.257,2680.56,3299.15
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,128,256,4.896,6.02585,117.504,144.6203,822.528,1012.342,3574.08,4398.87
aws,us-east-2,Ohio,c6a,x86(AMD),AMD EPYC 7R13,192,384,7.344,9.03877,176.256,216.9305,1233.792,1518.513,5361.12,6598.3
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,1,2,0.034,0.034,0.816,0.816,5.712,5.712,24.82,24.82
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,2,4,0.068,0.068,1.632,1.632,11.424,11.424,49.64,49.64
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,4,8,0.136,0.136,3.264,3.264,22.848,22.848,99.28,99.28
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,8,16,0.272,0.272,6.528,6.528,45.696,45.696,198.56,198.56
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,16,32,0.544,0.544,13.056,13.056,91.392,91.392,397.12,397.12
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,32,64,1.088,1.088,26.112,26.112,182.784,182.784,794.24,794.24
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,48,96,1.632,1.632,39.168,39.168,274.176,274.176,1191.36,1191.36
aws,us-east-2,Ohio,c6g,ARM,AWS Graviton2,64,128,2.176,2.176,52.224,52.224,365.568,365.568,1588.48,1588.48
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.085,0.11826,2.04,2.8383,14.28,19.868,62.05,86.33
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.17,0.23652,4.08,5.6765,28.56,39.736,124.1,172.66
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.34,0.47304,8.16,11.353,57.12,79.471,248.2,345.32
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.68,0.94609,16.32,22.7061,114.24,158.943,496.4,690.64
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.36,1.89217,32.64,45.4122,228.48,317.885,992.8,1381.29
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,2.04,2.83826,48.96,68.1183,342.72,476.828,1489.2,2071.93
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,2.72,3.78435,65.28,90.8243,456.96,635.77,1985.6,2762.57
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,4.08,5.67652,97.92,136.2365,685.44,953.656,2978.4,4143.86
aws,us-east-2,Ohio,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,5.44,7.5687,130.56,181.6487,913.92,1271.541,3971.2,5525.15
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,1,2,0.05132,0.0311,1.2317,0.7465,8.622,5.225,37.46,22.7
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,2,4,0.10264,0.06221,2.4634,1.493,17.244,10.451,74.93,45.41
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,4,8,0.20528,0.12441,4.9267,2.9859,34.487,20.901,149.85,90.82
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,8,16,0.41056,0.24882,9.8534,5.9718,68.974,41.802,299.71,181.64
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,16,32,0.82112,0.49765,19.7069,11.9436,137.948,83.605,599.42,363.28
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,32,64,1.64224,0.9953,39.4138,23.8872,275.896,167.21,1198.84,726.57
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,48,96,2.46336,1.49295,59.1206,35.8307,413.844,250.815,1798.25,1089.85
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,64,128,3.28448,1.99059,78.8275,47.7742,551.793,334.42,2397.67,1453.13
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,96,192,4.92672,2.98589,118.2413,71.6614,827.689,501.63,3596.51,2179.7
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,128,256,6.56896,3.98119,157.655,95.5485,1103.585,668.839,4795.34,2906.27
aws,us-east-2,Ohio,c7a,x86(AMD),AMD EPYC 9R14,192,384,9.85344,5.97178,236.4826,143.3228,1655.378,1003.259,7193.01,4359.4
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,1,2,0.0361,0.02888,0.8664,0.6931,6.065,4.852,26.35,21.08
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,2,4,0.0723,0.05784,1.7352,1.3882,12.146,9.717,52.78,42.22
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,4,8,0.1445,0.1156,3.468,2.7744,24.276,19.421,105.48,84.38
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,8,16,0.289,0.2312,6.936,5.5488,48.552,38.842,210.97,168.78
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,16,32,0.5781,0.46248,13.8744,11.0995,97.121,77.697,422.01,337.61
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,32,64,1.1562,0.92496,27.7488,22.199,194.242,155.394,844.03,675.22
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,48,96,1.7342,1.38736,41.6208,33.2966,291.346,233.077,1265.97,1012.78
aws,us-east-2,Ohio,c7g,ARM,AWS Graviton3,64,128,2.3123,1.84984,55.4952,44.3962,388.466,310.773,1687.98,1350.38
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.08925,0.102,2.142,2.448,14.994,17.136,65.15,74.46
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.1785,0.204,4.284,4.896,29.988,34.272,130.3,148.91
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.357,0.408,8.568,9.792,59.976,68.544,260.61,297.84
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.714,0.816,17.136,19.584,119.952,137.088,521.22,595.68
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.428,1.632,34.272,39.168,239.904,274.176,1042.44,1191.36
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.142,2.448,51.408,58.752,359.856,411.264,1563.66,1787.04
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,2.856,3.264,68.544,78.336,479.808,548.352,2084.88,2382.72
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,4.284,4.896,102.816,117.504,719.712,822.528,3127.32,3574.08
aws,us-east-2,Ohio,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,8.568,9.792,205.632,235.008,1439.424,1645.056,6254.64,7148.16
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,1,2,0.05389,0.02507,1.2934,0.6016,9.054,4.211,39.34,18.3
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,2,4,0.10777,0.05013,2.5865,1.203,18.105,8.421,78.67,36.59
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,4,8,0.21554,0.10025,5.173,2.406,36.211,16.842,157.34,73.18
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,8,16,0.43108,0.2005,10.3459,4.812,72.421,33.684,314.69,146.37
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,16,32,0.86216,0.401,20.6918,9.6241,144.843,67.369,629.38,292.73
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,32,64,1.72432,0.80201,41.3837,19.2482,289.686,134.738,1258.75,585.47
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,48,96,2.58648,1.20301,62.0755,28.8723,434.529,202.107,1888.13,878.2
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,64,128,3.44864,1.60402,82.7674,38.4965,579.372,269.475,2517.51,1170.93
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,96,192,5.17296,2.40603,124.151,57.7447,869.057,404.213,3776.26,1756.4
aws,us-east-2,Ohio,c8a,x86(AMD),AMD EPYC 9R45,192,384,10.34592,4.81206,248.3021,115.4893,1738.115,808.426,7552.52,3512.8
aws,us-east-2,Ohio,c8g,ARM,AWS Graviton4,1,2,0.03974,0.02564,0.9538,0.6154,6.676,4.307,29.01,18.72
aws,us-east-2,Ohio,c8g,ARM,AWS Graviton4,2,4,0.07948,0.05128,1.9075,1.2306,13.353,8.615,58.02,37.43
